ID,mean,std,median
10836,0.78,,0.78
10837,1.0,0.0,1.0
10838,0.47,0.12,0.47
10839,0.82,,0.82
10841,0.39,0.02,0.38
10843,,,
10844,0.37,,0.37
10849,0.5,,0.5
10851,0.5,0.04,0.5
10854,0.18,0.01,0.18
10855,0.74,,0.74
10858,0.27,0.03,0.27
10859,0.51,0.01,0.51
10860,0.13,0.07,0.15
10863,0.46,0.01,0.46
10864,0.63,0.04,0.63
10865,0.07,0.04,0.08
10869,0.35,,0.35
10870,0.71,0.26,0.74
10871,0.33,,0.33
10873,0.79,0.04,0.78
10874,0.21,0.03,0.21
10875,0.54,0.08,0.58
10876,0.1,0.03,0.11
10878,0.36,0.04,0.36
10879,,,
10880,0.32,,0.32
10882,0.54,0.02,0.55
10883,0.48,0.05,0.46
10884,0.52,0.02,0.52
10885,0.34,,0.34
10886,0.21,0.03,0.22
10888,0.89,0.05,0.88
10889,0.32,0.05,0.32
10893,0.91,,0.91
10894,0.54,,0.54
10895,0.87,,0.87
10897,0.74,,0.74
10899,0.88,0.02,0.88
10903,0.74,0.01,0.74
10907,0.54,,0.54
10909,0.9,,0.9
10910,0.52,0.03,0.52
10913,0.51,,0.51
10917,,,
10918,0.42,0.0,0.42
10919,0.56,0.07,0.56
10920,0.42,,0.42
10921,0.6,0.04,0.59
10922,0.71,,0.71
10924,0.16,0.02,0.17
10925,,,
10927,,,
10928,0.51,,0.51
10930,0.84,0.04,0.84
10931,0.4,,0.4
10932,,,
10934,0.17,,0.17
10935,,,
10936,0.38,0.0,0.38
10939,0.15,,0.15
10940,0.41,0.02,0.41
10941,0.35,0.03,0.33
10942,0.46,,0.46
10945,0.56,,0.56
10946,0.36,0.03,0.38
10947,0.05,,0.05
10950,0.34,0.17,0.34
10951,0.46,0.02,0.46
10954,0.64,0.01,0.64
10955,0.31,,0.31
10956,0.52,0.04,0.52
10957,0.66,0.3,0.66
10958,0.24,,0.24
10960,0.19,0.0,0.19
10962,0.77,,0.77
10963,0.47,0.01,0.47
10964,0.82,0.03,0.8
10965,0.59,,0.59
10966,0.18,,0.18
10967,0.34,0.08,0.34
10969,0.76,0.04,0.76
10972,,,
10975,0.36,,0.36
10976,0.38,,0.38
10977,0.78,0.21,0.82
10979,0.35,0.04,0.36
10980,0.45,0.01,0.45
10981,0.9,,0.9
10982,0.38,0.01,0.38
10984,,,
10985,0.77,0.03,0.77
10987,0.29,0.04,0.29
10988,,,
10989,0.38,0.06,0.38
10992,0.52,0.01,0.52
10994,0.28,,0.28
10995,0.65,0.02,0.66
10996,0.35,,0.35
10997,,,
10999,0.16,,0.16
11000,0.56,0.03,0.56
11001,0.66,0.06,0.64
1,0.05,0.01,0.05
3,0.4,0.03,0.4
4,0.75,,0.75
7,0.25,0.0,0.25
8,0.87,0.01,0.87
9,0.35,0.01,0.35
10,0.21,0.0,0.21
14,,,
15,0.59,0.01,0.6
16,0.23,0.0,0.23
18,0.25,,0.25
19,0.18,0.01,0.18
20,0.75,,0.75
21,0.32,,0.32
22,0.63,,0.63
23,0.62,0.03,0.62
24,,,
25,0.53,,0.53
26,0.69,,0.69
27,0.49,0.01,0.49
28,0.26,0.06,0.26
30,0.37,0.07,0.34
32,,,
33,0.36,,0.36
37,0.78,0.02,0.77
39,0.65,,0.65
40,0.42,,0.42
41,0.8,0.01,0.8
42,0.62,0.04,0.64
45,0.16,0.01,0.16
50,0.44,0.05,0.44
52,0.42,0.01,0.42
53,0.5,0.01,0.5
54,0.96,0.01,0.96
55,0.44,0.02,0.44
56,0.47,0.01,0.47
57,0.36,0.02,0.36
59,0.68,0.01,0.68
61,0.49,0.01,0.5
64,0.45,0.0,0.45
66,0.78,0.0,0.78
67,0.86,0.02,0.86
68,0.12,0.02,0.13
70,,,
71,0.46,0.02,0.46
72,0.38,0.01,0.38
79,0.91,,0.91
80,0.62,0.05,0.61
83,0.5,,0.5
84,0.33,0.01,0.33
85,0.44,0.02,0.44
87,0.53,0.02,0.52
90,0.92,,0.92
91,,,
93,0.58,0.01,0.57
96,,,
97,0.09,0.01,0.09
98,0.68,0.02,0.68
99,0.36,0.01,0.36
100,0.11,0.0,0.11
101,0.61,0.02,0.62
102,,,
105,0.28,0.01,0.28
107,0.66,0.0,0.66
108,0.45,0.01,0.45
111,0.34,,0.34
113,0.52,,0.52
114,0.53,0.01,0.53
115,0.47,,0.47
119,0.37,0.01,0.37
120,0.25,0.0,0.25
122,0.76,,0.76
127,0.19,0.0,0.19
128,0.95,,0.95
130,0.64,,0.64
131,0.66,0.04,0.66
136,0.23,,0.23
137,0.66,0.01,0.66
138,0.78,,0.78
139,0.59,0.01,0.59
142,0.76,0.01,0.76
145,0.35,0.02,0.36
146,0.42,0.02,0.42
148,0.07,0.0,0.07
150,0.18,0.01,0.18
151,0.55,0.0,0.55
153,0.56,,0.56
154,0.29,0.03,0.29
156,0.9,0.01,0.9
157,,,
158,0.38,,0.38
159,0.42,0.05,0.45
163,0.44,,0.44
166,0.66,,0.66
169,0.56,0.03,0.56
171,0.21,0.03,0.21
173,0.67,0.04,0.67
174,0.37,0.04,0.38
175,0.27,0.02,0.26
176,0.77,,0.77
177,0.51,0.01,0.51
178,0.99,0.01,0.99
180,0.42,,0.42
182,0.44,0.04,0.44
183,,,
184,0.69,0.0,0.69
189,0.26,0.01,0.26
190,0.91,,0.91
194,0.54,0.03,0.54
195,0.42,,0.42
197,0.32,,0.32
200,0.62,0.05,0.62
202,0.36,,0.36
203,0.36,0.01,0.36
206,0.75,,0.75
208,0.32,0.01,0.32
210,0.64,0.01,0.64
213,0.55,0.04,0.53
215,0.5,,0.5
216,0.26,0.01,0.27
220,0.46,,0.46
222,0.12,0.0,0.12
223,,,
224,0.97,,0.97
225,0.75,,0.75
227,0.32,0.02,0.31
228,0.71,,0.71
229,,,
231,0.45,,0.45
232,0.36,0.11,0.38
234,0.12,0.01,0.12
235,0.84,0.03,0.84
236,0.13,,0.13
238,0.43,,0.43
239,0.5,0.0,0.5
241,0.34,,0.34
243,0.36,0.05,0.36
244,0.5,0.01,0.5
245,0.34,0.03,0.34
246,0.28,,0.28
248,0.51,0.01,0.51
249,0.41,0.0,0.41
252,0.34,0.06,0.34
254,0.48,0.01,0.48
257,0.38,0.01,0.38
258,0.49,0.02,0.49
259,0.25,,0.25
260,0.52,0.02,0.53
264,0.69,0.01,0.69
265,0.73,,0.73
266,,,
267,0.3,0.03,0.3
268,0.06,0.01,0.06
269,0.26,0.01,0.26
271,0.41,0.02,0.4
275,0.52,0.02,0.52
277,0.94,0.0,0.94
278,0.46,0.01,0.46
279,0.18,0.03,0.18
281,0.17,,0.17
282,0.74,0.02,0.74
287,0.39,0.01,0.39
288,0.4,0.01,0.4
289,0.74,0.06,0.74
291,0.27,,0.27
293,0.36,,0.36
294,,,
297,0.4,,0.4
298,0.4,0.02,0.4
299,0.26,0.01,0.26
300,0.17,0.01,0.17
301,0.39,0.0,0.39
302,0.98,0.01,0.98
304,0.65,,0.65
306,0.62,,0.62
308,0.59,0.03,0.59
310,,,
313,0.85,,0.85
315,0.34,0.04,0.34
317,0.34,0.01,0.34
319,,,
320,0.92,0.01,0.92
321,,,
326,0.1,,0.1
327,0.2,0.01,0.2
329,0.42,,0.42
330,0.25,0.0,0.25
331,0.46,0.01,0.46
332,0.42,0.02,0.42
333,0.36,0.01,0.36
334,,,
335,0.31,0.02,0.31
336,0.32,0.03,0.32
337,0.69,0.03,0.69
338,0.54,0.04,0.52
344,0.27,0.02,0.28
345,0.06,0.01,0.06
347,0.7,,0.7
348,0.22,0.01,0.22
349,0.44,0.01,0.44
350,0.8,0.01,0.8
351,0.71,,0.71
354,0.5,,0.5
355,0.52,0.05,0.51
356,0.53,0.05,0.53
357,0.35,0.0,0.35
358,0.36,0.01,0.36
359,0.92,0.01,0.92
361,0.21,,0.21
362,0.98,0.0,0.98
363,0.57,0.0,0.57
364,0.51,,0.51
366,0.52,0.01,0.52
369,0.23,0.01,0.23
372,0.29,0.01,0.29
379,0.28,,0.28
381,0.49,0.0,0.49
382,0.56,0.01,0.55
383,0.53,0.06,0.53
384,0.44,,0.44
385,0.54,,0.54
386,0.52,0.01,0.52
389,0.34,0.01,0.34
390,0.58,0.01,0.58
393,0.27,0.0,0.27
396,0.59,0.02,0.59
398,,,
399,0.26,0.01,0.26
400,0.4,0.02,0.4
402,0.16,,0.16
404,0.4,,0.4
405,0.48,0.01,0.48
406,0.78,0.04,0.77
407,0.62,,0.62
408,0.44,0.02,0.45
411,0.36,,0.36
414,0.42,0.08,0.42
416,,,
417,0.26,0.03,0.25
423,0.41,,0.41
425,,,
428,0.32,0.01,0.32
429,0.78,0.01,0.78
430,0.48,0.01,0.48
431,0.49,0.03,0.5
432,0.56,,0.56
435,0.54,0.04,0.54
437,0.58,0.01,0.58
438,0.58,0.04,0.56
440,0.57,0.06,0.57
441,0.56,0.11,0.59
445,,,
446,0.38,,0.38
451,0.7,,0.7
452,,,
456,0.66,0.02,0.66
457,0.38,0.0,0.38
459,0.41,0.03,0.4
461,0.67,0.01,0.68
462,0.42,0.01,0.42
463,0.24,0.01,0.24
464,0.52,0.01,0.52
465,,,
467,0.86,,0.86
468,,,
469,0.6,0.04,0.6
474,,,
475,0.16,,0.16
478,0.67,0.02,0.67
480,0.56,0.01,0.56
484,0.72,,0.72
485,0.64,,0.64
487,,,
489,0.49,0.0,0.49
494,,,
495,0.22,0.0,0.22
496,0.72,0.04,0.72
497,0.5,0.05,0.5
499,0.46,,0.46
500,0.37,0.05,0.36
501,0.55,0.01,0.55
502,0.51,,0.51
504,0.41,,0.41
505,0.52,,0.52
509,0.29,,0.29
510,0.3,0.02,0.3
516,0.83,,0.83
517,0.56,0.01,0.56
518,0.42,0.03,0.42
522,0.28,0.01,0.28
523,,,
524,,,
525,,,
526,0.53,,0.53
527,0.08,0.01,0.08
530,0.56,0.01,0.56
531,,,
532,,,
533,0.29,,0.29
537,0.4,,0.4
538,,,
540,0.09,0.0,0.09
542,0.62,0.07,0.62
545,,,
546,0.61,0.03,0.61
547,0.53,0.05,0.53
548,,,
552,0.62,0.03,0.62
557,0.64,0.01,0.64
558,0.56,0.06,0.56
561,0.38,,0.38
563,0.16,0.0,0.16
565,,,
566,0.84,0.02,0.84
567,0.14,0.01,0.14
569,0.41,,0.41
572,,,
573,0.45,0.0,0.45
576,0.76,0.04,0.76
579,0.7,0.01,0.7
580,,,
581,0.97,,0.97
584,0.34,0.03,0.34
586,,,
588,0.8,0.01,0.8
590,0.98,0.0,0.98
594,0.13,0.0,0.13
597,,,
598,0.6,0.02,0.6
599,0.47,,0.47
600,0.3,0.0,0.3
602,0.84,0.01,0.84
603,0.62,,0.62
604,,,
608,0.53,0.01,0.54
611,,,
612,0.82,0.04,0.84
613,0.36,,0.36
616,0.64,0.04,0.64
617,,,
621,0.41,0.0,0.41
622,0.2,0.01,0.2
623,0.15,,0.15
624,0.34,0.01,0.34
627,0.56,0.03,0.56
628,0.38,0.01,0.38
629,0.48,0.01,0.48
630,0.59,,0.59
633,0.05,0.01,0.06
635,0.65,0.05,0.64
637,0.8,0.01,0.8
638,,,
639,0.29,,0.29
640,,,
641,0.4,,0.4
644,0.8,,0.8
645,0.66,,0.66
646,0.32,,0.32
647,0.44,0.04,0.44
648,0.34,0.04,0.36
649,,,
651,0.52,0.03,0.53
653,0.5,0.03,0.5
654,0.49,,0.49
656,,,
657,0.53,0.0,0.53
659,0.55,,0.55
660,0.4,0.0,0.4
662,0.29,0.02,0.28
664,0.23,0.02,0.23
668,,,
669,0.55,0.02,0.55
674,0.5,0.0,0.5
675,0.21,,0.21
678,0.27,0.05,0.27
679,0.42,0.01,0.42
680,0.42,0.0,0.42
681,0.45,0.01,0.45
685,,,
686,0.28,0.01,0.28
687,0.65,0.03,0.65
688,0.89,,0.89
691,,,
692,0.67,,0.67
693,,,
694,0.5,0.02,0.5
697,0.56,0.04,0.55
700,0.82,0.02,0.83
701,0.68,0.02,0.68
703,0.24,0.07,0.24
704,,,
707,0.74,,0.74
708,0.98,0.0,0.98
709,0.66,,0.66
711,0.63,0.02,0.63
712,0.22,,0.22
713,0.4,0.06,0.42
715,0.62,,0.62
716,0.38,0.01,0.38
718,0.61,,0.61
720,0.18,,0.18
721,0.69,0.03,0.69
722,0.6,0.01,0.6
724,0.44,0.05,0.44
726,0.39,,0.39
727,0.19,0.01,0.19
728,0.7,,0.7
729,0.18,0.04,0.17
730,0.43,,0.43
731,0.24,,0.24
732,,,
737,0.71,,0.71
738,0.7,,0.7
740,0.34,0.01,0.34
743,,,
745,0.24,0.03,0.23
752,0.4,0.0,0.4
753,0.15,,0.15
754,0.81,0.02,0.81
756,0.03,0.01,0.03
757,0.42,0.03,0.42
762,0.31,,0.31
763,0.81,,0.81
764,0.89,0.01,0.89
765,0.98,,0.98
769,0.66,0.01,0.66
770,,,
771,,,
775,0.3,,0.3
781,0.61,,0.61
785,0.33,,0.33
786,0.1,0.0,0.1
787,0.67,0.01,0.68
788,0.5,0.01,0.5
789,0.44,0.01,0.44
790,0.68,0.04,0.68
792,0.52,0.06,0.52
793,,,
794,0.65,,0.65
796,0.6,0.01,0.6
798,0.29,0.01,0.29
803,0.36,,0.36
804,,,
805,0.76,,0.76
806,0.49,0.03,0.48
807,0.46,0.01,0.46
808,0.69,0.02,0.69
810,0.5,0.01,0.5
812,0.42,0.02,0.42
813,0.68,,0.68
814,0.39,0.01,0.39
815,0.55,0.0,0.55
817,0.43,0.01,0.43
818,0.35,0.04,0.35
820,0.94,0.01,0.94
821,,,
823,0.82,0.05,0.82
825,0.9,0.01,0.9
830,0.53,,0.53
831,0.26,0.01,0.26
835,0.58,,0.58
836,0.16,,0.16
837,0.34,0.01,0.34
838,0.31,0.06,0.31
841,0.49,0.03,0.49
843,0.57,0.01,0.57
844,,,
847,0.64,0.03,0.65
848,0.19,0.01,0.19
849,,,
850,0.67,,0.67
851,0.06,0.02,0.05
852,0.61,0.02,0.6
853,0.29,0.01,0.3
855,0.4,,0.4
856,0.39,,0.39
857,0.98,0.0,0.98
858,0.29,0.0,0.29
859,0.54,0.08,0.54
861,,,
863,0.36,0.01,0.36
864,0.68,0.04,0.68
867,0.66,0.04,0.66
869,0.69,,0.69
870,0.45,0.0,0.45
871,0.26,,0.26
872,0.88,0.03,0.88
874,0.52,,0.52
875,0.46,0.04,0.46
880,0.09,0.03,0.07
881,,,
882,0.34,0.01,0.34
884,0.12,0.01,0.12
886,0.16,0.0,0.16
887,,,
888,0.39,0.02,0.39
889,0.44,0.01,0.44
890,0.39,0.0,0.39
893,0.19,0.03,0.2
895,0.4,0.01,0.4
899,0.56,0.07,0.57
900,0.38,0.02,0.38
901,0.42,0.01,0.42
904,0.57,0.02,0.57
905,0.57,0.01,0.57
906,0.37,,0.37
909,0.59,,0.59
913,0.71,0.03,0.73
914,0.55,,0.55
916,0.19,0.06,0.19
917,0.92,0.01,0.92
918,0.29,,0.29
919,,,
921,0.52,0.02,0.52
922,0.65,,0.65
924,0.08,0.01,0.08
925,,,
926,0.57,0.04,0.56
927,,,
930,0.37,0.06,0.38
934,0.66,0.01,0.66
935,0.12,0.01,0.12
943,,,
944,0.79,0.01,0.79
946,0.39,0.0,0.39
947,0.65,0.03,0.65
948,0.37,,0.37
949,0.65,,0.65
951,0.42,0.01,0.42
953,0.29,0.01,0.3
955,0.87,0.01,0.87
958,0.47,0.01,0.48
959,0.67,0.01,0.67
960,0.57,,0.57
962,0.62,0.01,0.62
963,0.35,0.06,0.35
964,,,
965,0.32,0.02,0.32
967,0.98,0.01,0.98
968,0.32,0.01,0.32
969,,,
971,0.28,0.03,0.28
973,0.2,,0.2
975,,,
977,0.44,0.01,0.44
978,0.38,0.01,0.38
987,0.82,0.01,0.82
988,0.69,0.0,0.69
990,0.29,0.02,0.29
993,0.64,0.01,0.64
995,0.53,0.0,0.53
996,0.52,0.01,0.52
998,0.86,0.0,0.86
999,0.39,0.04,0.39
1000,1.0,,1.0
1001,0.94,0.0,0.94
1002,0.6,,0.6
1003,0.37,0.01,0.37
1004,0.6,0.02,0.6
1005,0.14,0.01,0.14
1006,0.42,0.06,0.42
1007,0.37,,0.37
1008,0.2,0.01,0.2
1009,0.17,0.03,0.17
1014,0.5,0.06,0.54
1015,,,
1016,0.6,,0.6
1020,0.25,0.01,0.25
1022,0.28,,0.28
1023,0.16,0.01,0.16
1024,0.5,0.04,0.5
1025,0.32,,0.32
1026,0.84,,0.84
1027,0.59,,0.59
1030,0.16,0.04,0.16
1031,0.84,0.01,0.84
1032,0.65,0.03,0.67
1034,0.55,0.01,0.55
1036,0.6,0.01,0.6
1037,,,
1038,0.36,0.01,0.36
1043,0.56,0.01,0.56
1044,0.51,0.02,0.5
1048,,,
1049,0.28,0.01,0.28
1051,0.43,0.03,0.43
1056,0.42,0.04,0.42
1057,0.91,0.01,0.91
1058,0.43,,0.43
1059,0.5,0.01,0.5
1060,0.28,0.03,0.28
1061,0.28,0.01,0.28
1062,0.59,0.1,0.59
1063,0.76,0.02,0.76
1065,0.78,0.02,0.78
1066,0.25,,0.25
1068,0.32,0.01,0.32
1069,0.19,,0.19
1072,0.49,,0.49
1073,0.39,,0.39
1076,0.26,0.0,0.26
1077,0.76,0.01,0.76
1082,0.83,0.02,0.84
1084,0.18,0.01,0.18
1086,0.51,0.01,0.51
1087,0.46,,0.46
1088,0.2,0.04,0.2
1089,0.15,0.04,0.15
1092,0.59,0.02,0.59
1093,,,
1094,0.5,0.05,0.48
1096,0.12,,0.12
1099,0.52,0.01,0.52
1101,0.3,,0.3
1103,0.48,0.02,0.49
1106,0.29,0.0,0.29
1107,0.53,0.02,0.52
1109,0.33,0.01,0.33
1110,0.27,0.01,0.27
1111,0.22,,0.22
1119,0.76,0.01,0.76
1120,0.46,0.04,0.45
1121,0.46,0.01,0.46
1122,0.62,0.01,0.62
1123,0.59,,0.59
1125,0.76,0.02,0.76
1127,0.52,0.01,0.52
1128,,,
1129,0.34,0.05,0.34
1130,0.98,0.0,0.98
1131,0.54,,0.54
1132,0.22,0.01,0.22
1136,,,
1138,,,
1140,0.24,0.04,0.24
1141,,,
1142,0.37,0.01,0.37
1143,0.66,,0.66
1144,,,
1145,0.73,0.0,0.73
1146,0.41,0.03,0.42
1150,0.89,0.01,0.89
1151,0.44,0.04,0.45
1152,0.38,0.0,0.38
1153,0.41,0.04,0.41
1156,0.44,,0.44
1157,0.42,0.03,0.42
1159,,,
1160,,,
1162,0.73,,0.73
1163,0.62,,0.62
1165,0.5,0.04,0.5
1166,,,
1169,,,
1170,0.54,0.01,0.54
1171,0.48,0.02,0.48
1172,0.36,0.02,0.36
1173,,,
1176,0.32,,0.32
1177,0.19,0.01,0.19
1179,0.47,,0.47
1181,0.51,0.0,0.51
1186,0.5,0.01,0.5
1187,0.69,0.04,0.68
1191,0.67,0.03,0.67
1192,0.7,0.02,0.7
1193,0.26,0.01,0.26
1194,0.37,0.01,0.37
1195,,,
1196,0.38,0.0,0.38
1197,0.79,0.03,0.79
1198,0.24,0.06,0.26
1200,0.65,0.02,0.65
1202,,,
1204,0.37,0.01,0.37
1205,0.06,0.02,0.06
1206,0.4,,0.4
1209,0.56,,0.56
1212,0.39,,0.39
1213,,,
1215,,,
1216,0.49,,0.49
1217,0.38,0.03,0.38
1219,0.25,0.01,0.25
1220,0.28,0.02,0.28
1221,0.48,0.02,0.49
1222,0.91,0.0,0.91
1225,0.48,0.01,0.48
1229,0.54,0.06,0.54
1230,0.44,0.01,0.44
1233,,,
1235,0.86,0.01,0.86
1237,,,
1238,0.31,0.01,0.31
1239,0.61,0.03,0.62
1240,0.96,0.01,0.96
1241,0.37,0.01,0.37
1242,0.23,0.0,0.23
1243,0.26,0.0,0.26
1244,0.41,,0.41
1246,0.58,0.0,0.58
1247,0.39,0.01,0.39
1248,0.37,0.0,0.37
1250,0.9,0.0,0.9
1252,0.34,0.01,0.34
1253,0.55,0.01,0.55
1254,0.92,,0.92
1255,0.64,,0.64
1256,0.94,,0.94
1257,,,
1258,0.52,,0.52
1259,0.78,0.01,0.78
1260,0.18,0.01,0.18
1261,0.45,,0.45
1262,0.2,0.03,0.19
1268,0.35,0.04,0.33
1269,0.48,0.01,0.48
1272,0.77,,0.77
1274,0.32,0.03,0.31
1275,0.34,0.05,0.35
1276,0.58,0.03,0.58
1280,0.76,,0.76
1281,0.24,,0.24
1282,0.52,,0.52
1283,0.61,,0.61
1286,0.57,0.11,0.57
1290,0.61,,0.61
1292,0.36,0.03,0.36
1293,0.66,0.03,0.66
1295,0.61,0.0,0.61
1296,0.37,0.01,0.37
1298,0.76,0.01,0.76
1300,0.47,0.03,0.47
1303,0.48,,0.48
1305,0.78,,0.78
1306,0.57,0.06,0.58
1310,0.45,,0.45
1313,0.46,0.03,0.44
1314,0.99,0.01,0.99
1315,0.45,0.06,0.45
1318,0.9,,0.9
1320,0.27,0.01,0.27
1323,0.42,,0.42
1324,0.38,0.05,0.37
1325,0.08,0.01,0.08
1326,0.79,,0.79
1328,0.37,,0.37
1329,0.61,,0.61
1330,0.52,0.02,0.52
1331,0.9,0.04,0.9
1332,0.57,0.01,0.57
1334,0.44,0.01,0.44
1336,,,
1342,0.39,,0.39
1343,0.75,,0.75
1344,0.33,0.01,0.33
1345,0.56,0.0,0.56
1346,0.53,0.01,0.53
1347,0.49,,0.49
1348,0.33,,0.33
1349,0.26,0.0,0.26
1351,0.75,0.03,0.76
1352,0.43,,0.43
1353,0.36,0.02,0.35
1354,0.6,0.04,0.6
1356,0.12,0.01,0.12
1358,,,
1360,0.47,0.0,0.47
1361,0.62,0.04,0.61
1363,0.22,0.02,0.22
1366,0.15,0.01,0.15
1367,,,
1369,0.44,,0.44
1370,0.04,0.01,0.04
1372,0.52,0.01,0.52
1375,0.48,0.09,0.48
1376,0.5,0.03,0.49
1377,0.62,,0.62
1379,0.65,0.01,0.65
1380,0.35,0.02,0.35
1382,0.44,0.01,0.44
1384,0.2,0.01,0.2
1385,0.56,0.01,0.56
1388,0.2,0.01,0.2
1393,0.28,0.01,0.28
1395,0.72,0.02,0.72
1396,0.96,,0.96
1397,0.18,0.01,0.18
1399,0.5,,0.5
1402,0.23,,0.23
1408,0.78,,0.78
1410,0.44,0.01,0.44
1411,0.02,0.0,0.02
1412,0.22,,0.22
1418,0.29,,0.29
1419,0.31,0.0,0.31
1422,0.32,,0.32
1427,0.92,,0.92
1428,0.66,,0.66
1429,0.74,0.04,0.74
1430,0.22,0.01,0.22
1431,0.6,,0.6
1433,0.7,,0.7
1435,0.53,,0.53
1436,0.75,,0.75
1438,0.38,0.02,0.38
1439,,,
1441,0.43,0.01,0.43
1443,0.23,0.01,0.23
1445,0.77,0.03,0.77
1446,0.38,,0.38
1447,0.55,0.0,0.55
1448,0.69,0.03,0.69
1452,0.34,0.01,0.34
1455,0.27,0.03,0.27
1456,0.78,0.02,0.78
1458,0.56,,0.56
1460,0.38,0.0,0.38
1461,0.57,,0.57
1462,0.42,,0.42
1463,0.74,0.01,0.74
1467,0.77,,0.77
1470,,,
1471,0.56,,0.56
1473,0.43,,0.43
1474,0.44,0.01,0.44
1479,0.38,,0.38
1481,0.46,0.01,0.46
1482,0.71,0.02,0.7
1483,,,
1484,0.84,0.04,0.84
1485,0.54,0.01,0.54
1486,0.52,,0.52
1490,0.55,0.02,0.55
1491,0.32,0.04,0.32
1496,0.53,,0.53
1497,0.82,0.05,0.82
1499,0.64,0.01,0.64
1501,0.42,0.06,0.42
1505,0.57,0.04,0.57
1508,0.38,0.01,0.37
1509,0.36,0.0,0.36
1511,0.58,0.01,0.58
1513,0.62,0.01,0.62
1515,0.82,,0.82
1516,,,
1520,0.59,0.03,0.59
1522,0.55,0.01,0.56
1526,0.69,,0.69
1530,0.09,0.01,0.09
1531,0.52,0.01,0.52
1532,,,
1533,0.32,0.01,0.32
1534,0.45,,0.45
1535,0.53,,0.53
1538,0.43,0.04,0.43
1540,,,
1541,0.32,0.04,0.32
1542,0.9,0.01,0.9
1543,0.78,0.01,0.78
1545,0.54,,0.54
1548,0.71,,0.71
1550,0.15,0.01,0.15
1551,0.18,0.01,0.18
1553,0.21,,0.21
1557,,,
1559,0.64,,0.64
1560,0.18,0.01,0.18
1562,0.42,0.05,0.42
1563,0.11,0.01,0.11
1565,0.88,0.02,0.88
1568,0.47,0.02,0.48
1569,0.74,0.01,0.73
1571,0.3,0.02,0.3
1572,0.45,,0.45
1575,0.59,0.04,0.59
1576,0.83,0.04,0.83
1577,0.16,0.01,0.16
1578,0.38,0.0,0.38
1581,0.42,,0.42
1584,0.64,0.04,0.66
1587,0.19,0.1,0.19
1588,0.62,0.02,0.62
1590,0.24,,0.24
1591,0.12,,0.12
1594,0.39,0.01,0.38
1595,0.87,0.01,0.87
1596,0.39,0.05,0.4
1597,0.35,,0.35
1599,0.32,0.05,0.32
1601,0.43,0.01,0.43
1602,0.51,,0.51
1604,0.48,0.02,0.48
1605,0.56,0.03,0.55
1606,0.34,,0.34
1607,0.61,0.03,0.59
1608,0.95,,0.95
1611,0.53,,0.53
1613,0.47,0.04,0.49
1615,0.26,0.07,0.26
1618,0.38,,0.38
1620,0.13,,0.13
1622,0.29,,0.29
1623,0.86,,0.86
1624,0.67,0.01,0.67
1625,0.55,0.0,0.55
1626,0.5,0.09,0.5
1629,,,
1630,0.24,0.01,0.24
1631,0.38,0.02,0.38
1632,0.82,0.01,0.82
1634,,,
1637,0.42,,0.42
1638,0.62,,0.62
1639,0.56,0.05,0.56
1640,0.26,0.01,0.26
1642,0.44,0.0,0.44
1643,0.45,,0.45
1645,0.47,0.0,0.47
1646,,,
1648,0.34,0.01,0.34
1651,0.3,0.03,0.3
1652,0.18,0.01,0.18
1653,0.61,0.0,0.61
1655,0.55,0.04,0.55
1656,0.1,0.01,0.1
1657,0.35,0.01,0.35
1658,0.06,0.01,0.07
1660,0.76,,0.76
1664,0.5,0.04,0.52
1667,0.51,,0.51
1668,0.94,0.0,0.94
1669,0.6,0.02,0.6
1670,0.44,0.05,0.44
1672,0.45,0.01,0.45
1680,,,
1681,0.4,,0.4
1682,,,
1684,0.43,0.02,0.44
1685,0.49,,0.49
1686,0.48,0.02,0.48
1689,0.29,,0.29
1691,0.69,0.02,0.68
1692,0.48,0.02,0.48
1697,0.44,0.03,0.43
1698,0.51,0.04,0.49
1699,0.46,0.02,0.46
1700,0.52,0.09,0.52
1702,0.88,0.01,0.89
1706,0.52,0.01,0.52
1707,,,
1709,0.81,,0.81
1710,0.38,,0.38
1711,0.21,0.01,0.21
1715,0.69,0.05,0.72
1717,0.52,0.04,0.52
1718,0.88,,0.88
1719,0.21,0.01,0.21
1727,0.18,0.01,0.18
1729,0.37,0.04,0.37
1730,0.38,0.01,0.38
1733,0.29,0.01,0.29
1735,0.32,0.0,0.32
1736,0.46,0.0,0.46
1737,,,
1742,0.57,0.02,0.57
1746,0.5,0.01,0.5
1749,0.19,,0.19
1750,0.45,0.01,0.45
1752,,,
1754,0.34,0.01,0.34
1755,0.4,0.0,0.4
1757,0.32,,0.32
1760,0.61,,0.61
1764,0.3,,0.3
1768,0.19,0.0,0.19
1770,0.54,0.05,0.52
1771,0.46,0.01,0.46
1774,0.52,0.02,0.52
1776,0.46,0.02,0.46
1780,0.31,0.03,0.31
1781,0.53,0.02,0.53
1783,0.53,0.01,0.53
1786,0.69,0.07,0.69
1787,0.65,0.01,0.65
1788,0.76,,0.76
1791,0.73,,0.73
1792,0.6,0.01,0.6
1794,0.45,,0.45
1795,0.44,0.01,0.44
1796,,,
1797,0.56,0.03,0.56
1800,0.42,0.04,0.41
1801,0.37,0.01,0.38
1803,0.34,0.01,0.34
1805,,,
1806,0.5,0.01,0.5
1809,0.49,0.0,0.49
1810,,,
1815,0.24,,0.24
