ID,2BM0,2BM1,2BM2,2BM3,2BM4,2BM5,2BM6,2BM7,2BM8,2BM9,7BM0,7BM1,7BM2,7BM3,7BM4,7BM5,7BM6,7BM7,7BM8,7BM9,10BM0,10BM1,10BM2,10BM3,10BM4,10BM5,10BM6,10BM7,10BM8,10BM9
9703,-,-,0.45,-,-,-,-,-,-,0.46,,,,,,,,,,,,,,,,,,,,
9704,-,-,-,0.56,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9708,-,0.58,-,-,-,-,0.58,-,-,-,,,,,,,,,,,,,,,,,,,,
9709,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9710,-,-,-,-,-,-,-,-,0.77,-,,,,,,,,,,,,,,,,,,,,
9712,-,0.57,-,-,0.58,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9714,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9723,-,-,-,-,-,-,-,-,0.51,-,,,,,,,,,,,,,,,,,,,,
9724,0.11,-,-,-,-,-,0.1,-,0.11,-,,,,,,,,,,,,,,,,,,,,
9729,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9731,-,-,0.57,-,-,-,0.57,0.59,-,-,,,,,,,,,,,,,,,,,,,,
9732,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9733,0.54,-,-,0.54,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9738,-,-,-,0.56,-,-,-,-,-,0.56,,,,,,,,,,,,,,,,,,,,
9739,-,-,0.66,-,-,-,-,0.65,-,-,,,,,,,,,,,,,,,,,,,,
9741,-,0.59,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9743,0.45,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9745,0.6,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9747,0.57,0.57,-,-,-,-,-,-,0.57,-,,,,,,,,,,,,,,,,,,,,
9748,-,0.84,-,-,-,-,-,-,-,0.85,,,,,,,,,,,,,,,,,,,,
9750,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9752,-,0.62,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9754,-,-,-,-,0.58,-,0.56,-,-,0.58,,,,,,,,,,,,,,,,,,,,
9755,-,-,-,-,-,0.53,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9756,-,-,-,0.62,-,-,0.62,-,0.62,-,,,,,,,,,,,,,,,,,,,,
9771,-,-,-,-,-,-,0.48,-,0.49,-,,,,,,,,,,,,,,,,,,,,
9773,-,-,-,-,-,0.66,-,0.67,-,0.67,,,,,,,,,,,,,,,,,,,,
9777,-,-,-,0.32,-,0.32,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9778,-,-,-,-,-,-,-,0.35,-,-,,,,,,,,,,,,,,,,,,,,
9782,-,-,-,-,0.83,-,-,0.84,-,0.85,,,,,,,,,,,,,,,,,,,,
9784,-,0.39,-,-,-,-,-,0.39,-,-,,,,,,,,,,,,,,,,,,,,
9786,-,-,-,0.76,0.75,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9787,-,0.55,-,-,0.56,-,0.55,-,-,-,,,,,,,,,,,,,,,,,,,,
9789,-,0.15,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9790,-,0.55,-,-,-,0.56,-,-,0.55,-,,,,,,,,,,,,,,,,,,,,
9802,0.37,0.38,-,-,-,-,-,-,-,0.38,,,,,,,,,,,,,,,,,,,,
9805,-,-,-,0.58,-,0.58,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9810,0.73,-,-,0.73,-,0.73,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9811,-,-,-,-,-,-,-,-,0.69,-,,,,,,,,,,,,,,,,,,,,
9815,-,-,-,0.47,0.49,-,-,-,0.47,-,,,,,,,,,,,,,,,,,,,,
9817,-,-,-,-,-,0.57,-,0.57,-,-,,,,,,,,,,,,,,,,,,,,
9820,-,-,-,-,-,-,0.52,-,-,0.53,,,,,,,,,,,,,,,,,,,,
9823,0.88,-,-,-,-,-,-,0.87,-,-,,,,,,,,,,,,,,,,,,,,
9834,0.52,-,-,0.52,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9835,-,-,0.25,-,-,0.25,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9838,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9843,-,-,0.84,-,-,0.84,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9845,-,-,-,0.23,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9847,-,-,0.21,-,0.24,0.21,0.21,-,0.22,-,,,,,,,,,,,,,,,,,,,,
9851,-,-,-,-,-,0.06,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9852,-,-,-,-,-,-,0.63,0.64,-,-,,,,,,,,,,,,,,,,,,,,
9854,-,-,-,-,0.3,0.27,0.27,-,-,-,,,,,,,,,,,,,,,,,,,,
9856,0.92,-,0.93,0.93,0.92,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9857,-,-,-,0.82,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9864,0.48,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9865,-,-,-,0.78,-,-,-,0.78,-,-,,,,,,,,,,,,,,,,,,,,
9867,-,0.53,-,-,-,0.53,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9868,-,-,-,0.44,-,-,0.43,-,-,-,,,,,,,,,,,,,,,,,,,,
9869,0.7,-,-,-,0.68,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9872,-,-,-,-,0.2,-,-,-,-,0.18,,,,,,,,,,,,,,,,,,,,
9875,-,-,-,-,-,-,-,-,0.54,-,,,,,,,,,,,,,,,,,,,,
9883,0.72,0.72,-,-,0.72,-,-,0.73,-,-,,,,,,,,,,,,,,,,,,,,
9885,-,-,-,-,-,-,-,0.54,-,-,,,,,,,,,,,,,,,,,,,,
9888,-,-,-,-,-,0.64,0.63,-,-,0.65,,,,,,,,,,,,,,,,,,,,
9889,-,-,0.73,-,-,0.73,-,0.73,-,-,,,,,,,,,,,,,,,,,,,,
9890,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9891,-,-,0.5,0.51,0.53,0.51,-,-,0.5,-,,,,,,,,,,,,,,,,,,,,
9892,-,0.67,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9902,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9904,-,-,-,-,-,-,-,-,-,0.71,,,,,,,,,,,,,,,,,,,,
9907,-,-,-,0.43,0.43,-,-,-,-,0.43,,,,,,,,,,,,,,,,,,,,
9908,-,0.63,-,-,-,-,0.63,-,-,0.64,,,,,,,,,,,,,,,,,,,,
9909,-,0.84,-,-,-,0.85,0.84,0.85,-,-,,,,,,,,,,,,,,,,,,,,
9917,-,-,0.45,-,-,-,0.45,-,-,-,,,,,,,,,,,,,,,,,,,,
9919,-,-,-,0.4,0.42,0.4,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9921,-,-,-,-,-,-,-,-,0.5,0.52,,,,,,,,,,,,,,,,,,,,
9922,0.64,-,-,-,0.65,0.65,-,-,0.64,-,,,,,,,,,,,,,,,,,,,,
9923,-,0.63,0.63,-,-,-,0.63,0.64,-,-,,,,,,,,,,,,,,,,,,,,
9931,-,-,-,0.14,-,-,-,0.14,0.14,0.14,,,,,,,,,,,,,,,,,,,,
9933,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9934,0.66,-,-,0.67,-,0.66,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9935,-,-,0.94,0.94,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9940,-,-,0.91,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9948,-,0.76,-,0.78,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9953,-,0.56,-,-,-,-,-,0.57,0.56,-,,,,,,,,,,,,,,,,,,,,
9955,0.31,0.31,-,0.31,0.33,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9956,-,-,-,-,-,-,0.32,-,-,-,,,,,,,,,,,,,,,,,,,,
9959,-,-,0.53,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9960,0.49,-,-,-,-,-,-,-,0.49,-,,,,,,,,,,,,,,,,,,,,
9963,0.62,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9966,0.62,0.6,0.62,-,-,-,-,-,-,0.62,,,,,,,,,,,,,,,,,,,,
9968,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9970,-,-,0.85,-,-,-,-,-,-,0.86,,,,,,,,,,,,,,,,,,,,
9972,-,-,0.5,-,-,0.51,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9973,0.55,-,0.56,0.56,-,0.57,-,-,0.55,-,,,,,,,,,,,,,,,,,,,,
9977,-,-,0.54,0.55,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9980,-,-,0.36,0.36,0.38,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9981,-,-,-,-,-,-,0.59,0.6,-,-,,,,,,,,,,,,,,,,,,,,
9983,-,-,-,-,-,-,0.65,-,-,-,,,,,,,,,,,,,,,,,,,,
9984,-,-,-,-,0.53,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
9987,-,-,-,-,-,0.53,-,-,-,0.53,,,,,,,,,,,,,,,,,,,,
9997,0.55,-,-,-,-,0.57,0.56,-,-,0.57,,,,,,,,,,,,,,,,,,,,
10004,-,-,-,-,-,-,0.67,-,-,-,,,,,,,,,,,,,,,,,,,,
10007,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10009,-,-,-,-,0.78,-,0.78,-,-,-,,,,,,,,,,,,,,,,,,,,
10010,-,-,0.54,-,-,0.55,-,0.56,0.54,-,,,,,,,,,,,,,,,,,,,,
10012,-,-,-,0.59,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10018,0.5,-,0.5,0.5,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10019,-,-,-,-,0.65,-,0.64,-,-,0.65,,,,,,,,,,,,,,,,,,,,
10022,-,-,-,-,-,-,-,0.67,-,-,,,,,,,,,,,,,,,,,,,,
10025,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10033,-,0.65,-,-,-,-,-,-,-,0.66,,,,,,,,,,,,,,,,,,,,
10035,0.18,0.18,-,-,-,-,0.17,-,0.18,-,,,,,,,,,,,,,,,,,,,,
10036,-,-,0.82,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10037,-,-,-,-,-,0.47,0.47,-,-,-,,,,,,,,,,,,,,,,,,,,
10040,-,-,-,-,-,0.19,0.19,-,-,0.2,,,,,,,,,,,,,,,,,,,,
10042,-,-,-,0.74,-,-,-,-,0.73,-,,,,,,,,,,,,,,,,,,,,
10045,-,-,0.54,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10052,-,-,-,0.31,-,-,0.3,-,-,-,,,,,,,,,,,,,,,,,,,,
10054,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10058,-,-,-,-,0.65,0.65,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10059,-,0.5,0.5,-,-,0.5,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10061,-,-,0.37,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10064,0.19,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10066,-,-,0.41,-,-,-,-,-,0.41,-,,,,,,,,,,,,,,,,,,,,
10077,0.73,-,0.74,0.74,-,-,0.73,-,-,-,,,,,,,,,,,,,,,,,,,,
10088,-,-,-,0.49,0.51,-,0.49,0.5,0.49,-,,,,,,,,,,,,,,,,,,,,
10091,-,-,-,-,-,0.66,-,-,0.66,-,,,,,,,,,,,,,,,,,,,,
10092,0.21,0.2,-,-,0.21,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10095,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10097,-,0.62,-,-,0.63,-,-,0.63,-,0.63,,,,,,,,,,,,,,,,,,,,
10107,-,-,-,-,-,0.35,0.34,-,-,0.35,,,,,,,,,,,,,,,,,,,,
10110,0.58,-,-,-,0.58,-,-,0.58,-,0.58,,,,,,,,,,,,,,,,,,,,
10111,-,-,-,-,-,-,-,-,0.47,-,,,,,,,,,,,,,,,,,,,,
10112,-,-,-,0.58,-,0.58,-,-,-,0.59,,,,,,,,,,,,,,,,,,,,
10119,0.61,-,-,-,0.63,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10121,0.76,0.76,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10129,0.69,-,-,-,0.7,-,-,-,0.69,0.71,,,,,,,,,,,,,,,,,,,,
10130,-,0.25,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10131,-,0.59,-,0.59,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10136,0.46,0.46,0.45,0.46,-,-,-,-,0.45,-,,,,,,,,,,,,,,,,,,,,
10137,-,-,-,-,-,-,0.39,-,-,-,,,,,,,,,,,,,,,,,,,,
10139,-,-,0.45,-,-,-,0.45,0.46,0.45,0.46,,,,,,,,,,,,,,,,,,,,
10148,0.82,-,0.83,-,-,-,0.82,-,-,-,,,,,,,,,,,,,,,,,,,,
10150,0.58,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10157,-,-,0.84,-,-,-,-,0.84,-,-,,,,,,,,,,,,,,,,,,,,
10158,-,0.51,-,-,-,-,0.5,-,-,-,,,,,,,,,,,,,,,,,,,,
10163,-,-,-,-,-,-,-,-,0.69,-,,,,,,,,,,,,,,,,,,,,
10165,0.66,-,-,-,0.66,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10167,0.59,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10176,0.77,-,-,-,0.75,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10179,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10181,-,-,0.39,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10183,-,0.39,0.38,0.39,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10184,-,-,0.46,-,-,0.47,0.46,0.48,-,-,,,,,,,,,,,,,,,,,,,,
10185,-,0.45,-,-,0.47,0.45,-,-,0.45,-,,,,,,,,,,,,,,,,,,,,
10189,0.76,-,-,0.76,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10193,-,0.59,-,-,-,0.6,0.59,0.6,-,0.6,,,,,,,,,,,,,,,,,,,,
10194,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10197,-,-,-,0.96,-,-,-,0.95,0.95,-,,,,,,,,,,,,,,,,,,,,
10202,-,-,-,-,-,-,0.53,-,-,-,,,,,,,,,,,,,,,,,,,,
10207,-,-,-,-,-,0.73,-,0.73,-,0.74,,,,,,,,,,,,,,,,,,,,
10210,-,-,-,-,-,0.4,-,0.41,-,0.4,,,,,,,,,,,,,,,,,,,,
10211,0.51,0.52,-,-,0.54,-,0.52,-,0.51,-,,,,,,,,,,,,,,,,,,,,
10214,-,-,-,-,-,0.69,-,-,0.68,-,,,,,,,,,,,,,,,,,,,,
10216,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10217,0.77,-,-,0.78,0.76,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10218,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10220,-,-,0.55,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10223,-,0.34,-,-,-,-,-,-,0.33,-,,,,,,,,,,,,,,,,,,,,
10224,-,-,-,-,-,0.44,-,0.45,-,0.45,,,,,,,,,,,,,,,,,,,,
10226,0.79,-,-,-,0.78,-,-,0.79,-,-,,,,,,,,,,,,,,,,,,,,
10229,0.49,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10232,0.39,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10233,-,-,-,0.56,-,-,-,0.57,-,-,,,,,,,,,,,,,,,,,,,,
10234,-,0.59,-,-,-,0.6,0.59,-,-,-,,,,,,,,,,,,,,,,,,,,
10235,-,0.58,-,-,-,-,-,-,0.57,-,,,,,,,,,,,,,,,,,,,,
10239,0.35,-,0.34,-,-,0.35,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10241,-,-,-,-,-,-,-,0.81,-,0.81,,,,,,,,,,,,,,,,,,,,
10252,-,0.51,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10254,-,0.85,0.86,-,-,-,0.85,0.86,-,-,,,,,,,,,,,,,,,,,,,,
10261,-,0.51,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10267,-,-,-,-,-,-,-,-,-,0.59,,,,,,,,,,,,,,,,,,,,
10272,-,-,0.53,-,-,-,-,0.54,-,-,,,,,,,,,,,,,,,,,,,,
10274,-,0.36,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10276,-,-,0.52,-,0.54,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10277,0.89,-,-,0.9,0.88,-,-,-,-,0.9,,,,,,,,,,,,,,,,,,,,
10280,-,0.55,-,-,-,-,0.55,-,0.55,-,,,,,,,,,,,,,,,,,,,,
10283,-,-,-,-,-,-,-,-,-,0.72,,,,,,,,,,,,,,,,,,,,
10292,-,0.55,0.54,-,0.56,-,-,-,0.54,-,,,,,,,,,,,,,,,,,,,,
10296,-,-,-,-,-,-,-,-,0.34,-,,,,,,,,,,,,,,,,,,,,
10298,-,-,-,0.56,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10299,0.33,0.33,-,-,-,-,0.32,-,-,-,,,,,,,,,,,,,,,,,,,,
10301,-,-,-,-,-,0.57,-,0.57,-,-,,,,,,,,,,,,,,,,,,,,
10302,-,-,0.61,0.62,0.59,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10305,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10307,-,-,0.67,-,-,0.66,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10309,-,-,-,-,-,0.44,-,-,0.46,-,,,,,,,,,,,,,,,,,,,,
10312,-,-,0.54,-,-,0.54,-,-,0.54,-,,,,,,,,,,,,,,,,,,,,
10313,-,-,0.57,-,-,-,-,0.58,-,-,,,,,,,,,,,,,,,,,,,,
10315,0.26,-,-,-,-,-,-,0.26,-,-,,,,,,,,,,,,,,,,,,,,
10317,-,0.12,-,-,0.13,-,-,0.11,-,-,,,,,,,,,,,,,,,,,,,,
10319,-,-,-,-,-,-,-,0.38,-,-,,,,,,,,,,,,,,,,,,,,
10324,-,0.55,0.55,0.55,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10326,-,-,0.8,-,-,0.79,0.78,-,-,-,,,,,,,,,,,,,,,,,,,,
10334,-,-,-,-,-,-,-,0.57,0.55,-,,,,,,,,,,,,,,,,,,,,
10336,-,-,-,-,-,-,-,-,0.56,0.58,,,,,,,,,,,,,,,,,,,,
10344,-,-,-,-,0.46,-,-,-,0.43,-,,,,,,,,,,,,,,,,,,,,
10345,0.39,0.38,-,0.38,0.39,-,-,-,-,0.39,,,,,,,,,,,,,,,,,,,,
10346,-,-,-,-,0.76,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10348,-,-,-,-,0.56,-,0.55,-,-,-,,,,,,,,,,,,,,,,,,,,
10349,-,-,0.49,-,-,-,-,-,-,0.5,,,,,,,,,,,,,,,,,,,,
10351,-,-,-,-,-,-,-,-,-,0.5,,,,,,,,,,,,,,,,,,,,
10354,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10359,-,-,0.58,-,-,-,-,-,0.57,-,,,,,,,,,,,,,,,,,,,,
10363,-,-,-,-,-,0.65,-,-,0.64,-,,,,,,,,,,,,,,,,,,,,
10367,-,-,-,-,-,-,0.56,-,0.57,-,,,,,,,,,,,,,,,,,,,,
10375,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10379,0.74,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10381,-,-,0.55,-,-,-,0.55,-,-,-,,,,,,,,,,,,,,,,,,,,
10383,0.83,-,-,-,-,-,0.83,-,-,0.84,,,,,,,,,,,,,,,,,,,,
10388,0.6,-,0.61,0.61,-,-,0.6,-,-,-,,,,,,,,,,,,,,,,,,,,
10393,-,-,-,-,0.86,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10394,-,-,-,-,-,-,-,-,0.42,-,,,,,,,,,,,,,,,,,,,,
10406,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10407,-,-,1.0,-,-,-,1.0,1.0,-,-,,,,,,,,,,,,,,,,,,,,
10413,-,0.24,0.23,-,0.26,-,0.23,-,-,-,,,,,,,,,,,,,,,,,,,,
10415,0.32,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10416,0.54,-,-,-,0.56,0.55,0.55,-,-,0.56,,,,,,,,,,,,,,,,,,,,
10424,-,-,0.26,-,0.29,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10432,-,0.48,-,-,-,-,-,0.48,-,-,,,,,,,,,,,,,,,,,,,,
10436,-,-,-,0.54,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10439,-,-,0.54,-,-,-,-,0.56,-,-,,,,,,,,,,,,,,,,,,,,
10444,0.75,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10446,-,-,-,0.52,0.54,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10448,-,-,0.65,-,-,-,0.63,-,-,0.66,,,,,,,,,,,,,,,,,,,,
10449,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10451,-,-,0.65,-,-,-,0.64,-,-,-,,,,,,,,,,,,,,,,,,,,
10452,-,-,-,-,-,0.25,0.25,0.26,-,-,,,,,,,,,,,,,,,,,,,,
10454,-,-,0.83,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10456,0.66,-,-,-,-,-,0.66,0.67,0.66,-,,,,,,,,,,,,,,,,,,,,
10457,-,-,-,0.8,-,0.8,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10463,-,0.64,-,-,0.65,0.65,-,0.65,-,0.65,,,,,,,,,,,,,,,,,,,,
10469,0.43,-,-,0.44,0.46,-,-,-,0.43,-,,,,,,,,,,,,,,,,,,,,
10480,-,0.8,-,0.82,-,-,-,0.81,-,-,,,,,,,,,,,,,,,,,,,,
10483,0.54,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10494,-,-,-,-,0.62,0.61,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10500,-,-,0.91,0.91,0.89,0.9,-,-,-,0.91,,,,,,,,,,,,,,,,,,,,
10505,-,-,0.54,-,-,-,0.55,-,0.54,0.56,,,,,,,,,,,,,,,,,,,,
10506,0.94,-,-,-,-,-,-,-,0.94,-,,,,,,,,,,,,,,,,,,,,
10509,0.62,-,-,-,-,0.62,-,-,-,0.63,,,,,,,,,,,,,,,,,,,,
10511,-,-,-,-,-,-,0.75,-,0.75,-,,,,,,,,,,,,,,,,,,,,
10512,0.92,0.92,-,-,-,-,-,-,-,0.93,,,,,,,,,,,,,,,,,,,,
10518,-,-,-,-,-,-,-,-,-,0.68,,,,,,,,,,,,,,,,,,,,
10519,-,-,-,-,-,-,0.42,-,0.43,-,,,,,,,,,,,,,,,,,,,,
10520,-,-,-,0.5,-,0.51,-,0.52,-,-,,,,,,,,,,,,,,,,,,,,
10525,0.43,-,-,-,0.45,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10530,0.53,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10532,-,-,-,-,-,-,0.49,-,-,-,,,,,,,,,,,,,,,,,,,,
10533,-,-,-,-,-,-,0.59,-,-,-,,,,,,,,,,,,,,,,,,,,
10536,-,-,0.79,-,0.78,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10538,-,-,0.56,-,-,-,-,0.57,-,-,,,,,,,,,,,,,,,,,,,,
10545,-,-,0.84,0.84,-,-,-,-,-,0.84,,,,,,,,,,,,,,,,,,,,
10547,-,-,-,-,0.26,-,0.23,-,-,-,,,,,,,,,,,,,,,,,,,,
10553,0.89,-,0.89,-,0.88,-,-,-,-,0.89,,,,,,,,,,,,,,,,,,,,
10554,-,-,-,-,-,-,-,-,-,0.54,,,,,,,,,,,,,,,,,,,,
10555,-,0.57,-,-,-,-,0.56,-,-,0.57,,,,,,,,,,,,,,,,,,,,
10556,0.5,-,-,-,-,0.51,0.5,-,0.5,-,,,,,,,,,,,,,,,,,,,,
10557,0.61,-,-,-,-,-,0.6,-,0.61,-,,,,,,,,,,,,,,,,,,,,
10558,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10559,-,-,-,-,0.64,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10561,0.89,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10563,-,-,-,-,0.47,-,-,-,-,0.48,,,,,,,,,,,,,,,,,,,,
10572,-,-,-,-,-,0.96,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10579,0.63,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10581,0.58,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10585,0.53,-,0.53,-,0.55,-,0.53,0.55,-,-,,,,,,,,,,,,,,,,,,,,
10586,0.33,-,0.32,0.33,-,0.32,-,-,0.33,-,,,,,,,,,,,,,,,,,,,,
10589,-,-,0.74,0.74,-,0.75,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10590,0.48,0.48,-,-,-,0.48,0.48,0.49,0.48,-,,,,,,,,,,,,,,,,,,,,
10599,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10614,-,0.67,-,-,-,-,0.67,-,-,-,,,,,,,,,,,,,,,,,,,,
10618,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10619,-,-,-,-,-,-,-,0.54,-,-,,,,,,,,,,,,,,,,,,,,
10622,-,-,-,-,-,-,-,0.5,0.49,0.5,,,,,,,,,,,,,,,,,,,,
10625,-,-,-,-,0.54,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10643,-,-,-,-,-,0.54,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10645,-,-,-,-,-,0.41,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10646,-,-,-,-,-,-,-,-,-,0.66,,,,,,,,,,,,,,,,,,,,
10649,-,-,-,-,-,-,-,-,0.58,-,,,,,,,,,,,,,,,,,,,,
10652,-,0.51,0.51,-,-,-,0.51,-,-,-,,,,,,,,,,,,,,,,,,,,
10653,-,0.1,-,-,0.12,0.1,-,-,-,-,,,,,,,,,,,,,,,,,,,,
10656,-,-,-,-,-,-,-,-,0.55,-,,,,,,,,,,,,,,,,,,,,
